Rank,Name,Genre,Publisher
7566,XCOM 2,Strategy,Take-Two Interactive
7567,International Cricket 2010,Sports,Codemasters
7568,ESPN MLB Baseball,Sports,Sega
7569,Neighborhood Games,Misc,THQ
7570,All Star Pro-Wrestling,Fighting,SquareSoft
7571,Way of the Samurai 4,Action,Nippon Ichi Software
7572,Clive Barker's Jericho,Shooter,Codemasters
7573,Harvest Moon: More Friends of Mineral Town,Simulation,Ubisoft
7574,Captain America: Super Soldier,Action,Sega
7575,MLB 12: The Show,Sports,Sony Computer Entertainment
7576,The Fairly Odd Parents: Shadow Showdown,Platform,THQ
7577,NHL 17,Sports,Electronic Arts
7578,Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,Shooter,Namco Bandai Games
7579,Camping Mama: Outdoor Adventures,Simulation,505 Games
7580,Kurohyou 2: Ryu ga Gotoku Ashura Hen,Action,Sega
7581,NBA 2K2,Sports,Sega
7582,X2: Wolverine's Revenge,Platform,Activision
7583,7th Dragon 2020,Role-Playing,Sega
7584,Cars,Racing,THQ
7585,Taiko no Tatsujin: Waku Waku Anime Matsuri,Misc,Namco Bandai Games
7586,Imagine: Babyz Fashion,Simulation,Ubisoft
7587,Spy Hunter,Racing,Midway Games
7588,Warriors Orochi,Action,Tecmo Koei
7589,Dead to Rights II,Shooter,Electronic Arts
7590,Super Dodge Ball Advance,Sports,Ubisoft
7591,Ogre Battle Saga Episode Five: The March of the Black Queen,Role-Playing,ArtDink
7592,Ridge Racer 6,Racing,Namco Bandai Games
7593,Angry Birds Star Wars,Strategy,Activision
7594,"Ni Hao, Kai-lan: New Year's Celebration",Misc,Take-Two Interactive
7595,Press Your Luck 2010 Edition,Misc,Ubisoft
7596,Treasure World,Simulation,Aspyr
7597,Front Mission Evolved,Shooter,Square Enix
7598,Body and Brain Connection,Misc,Namco Bandai Games
7599,MDK,Shooter,Interplay
7600,Monster Jam,Racing,Activision
7601,Afro Samurai,Action,Atari
7602,Rock Band Track Pack: Classic Rock,Misc,MTV Games
7603,Zone of the Enders HD Collection,Simulation,Konami Digital Entertainment
7604,Ty the Tasmanian Tiger 2: Bush Rescue,Platform,Electronic Arts
7605,Speed Punks,Racing,Sony Computer Entertainment
7606,The Legend of Heroes VII: The Trail of Blue,Role-Playing,Falcom Corporation
7607,No More Heroes: Heroes' Paradise,Action,Konami Digital Entertainment
7608,Mahjongg Mysteries: Ancient Egypt,Puzzle,Avanquest
7609,Saints Row IV,Action,Deep Silver
7610,Injustice: Gods Among Us,Fighting,Warner Bros. Interactive Entertainment
7611,MVP Baseball 2003,Sports,Electronic Arts
7612,CSI: Unsolved!,Adventure,Ubisoft
7613,Star Wars: Battlefront,Shooter,LucasArts
7614,NCAA Final Four 2004,Sports,Sony Computer Entertainment
7615,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,Disney Interactive Studios
7616,Tigger's Honey Hunt,Platform,Ubisoft
7617,Famista 64,Sports,Namco Bandai Games
7618,Roadsters 99,Racing,Titus
7619,Magical Tetris Challenge,Puzzle,Activision
7620,Twisted Edge Extreme Snowboarding,Sports,Kemco
7621,Disney's Tarzan,Platform,Activision
7622,South Park Rally,Racing,Acclaim Entertainment
7623,Body Harvest,Shooter,Gremlin Interactive Ltd
7624,San Francisco Rush 2049,Racing,Midway Games
7625,Super Robot Taisen 64,Strategy,Banpresto
7626,Snowboard Kids,Sports,Atlus
7627,NBA 07,Sports,Sony Computer Entertainment
7628,IHRA Drag Racing 2004,Racing,Bethesda Softworks
7629,Shining Hearts,Role-Playing,Sega
7630,Magical ZhuZhu Princess: Carriages & Castles,Simulation,Activision
7631,Code of Princess,Action,Agatsuma Entertainment
7632,Tomb Raider: Underworld,Action,Eidos Interactive
7633,The Con,Fighting,Sony Computer Entertainment
7634,Tony Hawk's Pro Skater 5,Sports,Activision
7635,Jissen Pachi-Slot Hisshouhou! Aladdin A,Misc,Sammy Corporation
7636,Namco Museum: 50th Anniversary,Misc,Namco Bandai Games
7637,Ford Racing Off Road,Racing,Xplosiv
7638,The Witch and the Hundred Knight,Role-Playing,Nippon Ichi Software
7639,Nobunaga no Yabou: Reppuuden,Strategy,Tecmo Koei
7640,Hot Wheels: Track Attack,Racing,THQ
7641,Schlag den Raab,Misc,Namco Bandai Games
7642,UFC Personal Trainer: The Ultimate Fitness System,Sports,THQ
7643,Total War: Shogun 2 - Fall of the Samurai,Strategy,Sega
7644,The BIGS 2,Sports,Take-Two Interactive
7645,Mat Hoffman's Pro BMX 2,Sports,Activision
7646,Treasure Hunter G,Role-Playing,SquareSoft
7647,Untold Legends: Dark Kingdom,Role-Playing,Electronic Arts
7648,From Russia With Love,Action,Electronic Arts
7649,Wing Arms,Shooter,Sega
7650,Dead Space 3,Action,Electronic Arts
7651,Pro Yaky? Spirits 2013,Sports,Konami Digital Entertainment
7652,We Wish You A Merry Christmas,Action,Destineer
7653,BioShock The Collection,Shooter,Take-Two Interactive
7654,DanceDanceRevolution,Simulation,Konami Digital Entertainment
7655,Cabela's Big Game Hunter (2008),Sports,Activision Value
7656,Grandia II,Role-Playing,Ubisoft
7657,Namco Museum Vol.4,Misc,Sony Computer Entertainment
7658,The Cheetah Girls: Passport to Stardom,Misc,Disney Interactive Studios
7659,UFC Personal Trainer: The Ultimate Fitness System,Sports,THQ
7660,How to Train Your Dragon 2,Adventure,Little Orbit
7661,Shark Tale,Action,Activision
7662,NFL Street 2,Sports,Electronic Arts
7663,Pro Yaky? Spirits 2013,Sports,Konami Digital Entertainment
7664,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,Action,Konami Digital Entertainment
7665,My Secret World by Imagine,Misc,Ubisoft
7666,Soldier of Fortune: Payback,Shooter,Activision
7667,Ridge Racer,Racing,Namco Bandai Games
7668,Bleach: The 3rd Phantom,Role-Playing,Sega
7669,Gladius,Strategy,Activision
7670,Family Feud: 2012 Edition,Misc,Ubisoft
7671,Dave Mirra Freestyle BMX 2,Sports,Acclaim Entertainment
7672,Spore Hero Arena,Simulation,Electronic Arts
7673,Pro Yaky? Spirits 2012,Sports,Konami Digital Entertainment
7674,Puzzle & Dragons X: God Chapter / Dragon Chapter,Action,GungHo
7675,SpongeBob SquarePants: Revenge of the Flying Dutchman,Platform,THQ
7676,Record of Agarest War,Role-Playing,Compile Heart
7677,Baja: Edge of Control,Racing,THQ
7678,Sid Meier's Pirates!,Strategy,Take-Two Interactive
7679,Taiko no Tatsujin: Go! Go! Godaime,Misc,Namco Bandai Games
7680,Taiko Drum Master,Misc,Namco Bandai Games
7681,High School Musical 3: Senior Year DANCE!,Misc,Disney Interactive Studios
7682,Harry Potter and the Goblet of Fire,Action,Electronic Arts
7683,Bust-A-Move 2 Arcade Edition,Puzzle,Acclaim Entertainment
7684,South Park: The Stick of Truth,Role-Playing,Ubisoft
7685,Tom Clancy's Splinter Cell: Essentials,Shooter,Ubisoft
7686,Tetris Worlds (Online Edition),Puzzle,THQ
7687,Armored Core 4,Simulation,505 Games
7688,Sleeping Dogs,Action,Square Enix
7689,Forgotten Realms: Demon Stone,Action,Atari
7690,Super Baseball Simulator 1.000,Sports,Culture Brain
7691,Barbie Horse Adventures: Riding Camp,Sports,Activision
7692,Resident Evil: Revelations,Action,Capcom
7693,Go Play: Lumberjacks,Simulation,Majesco Entertainment
7694,Looney Tunes: Space Race,Racing,Infogrames
7695,Puzzle Challenge: Crosswords and More!,Puzzle,Crave Entertainment
7696,NASCAR Unleashed,Racing,Activision
7697,Backyard Hockey,Sports,Atari
7698,Playboy: The Mansion,Simulation,Ubisoft
7699,Jikkyou Powerful Pro Yakyuu 2010,Sports,Konami Digital Entertainment
7700,Shiren the Wanderer,Role-Playing,Sega
7701,Ore no Shikabane o Koete Yuke,Role-Playing,Sony Computer Entertainment
7702,Shaman King: Spirit of Shamans,Action,Namco Bandai Games
7703,Tiger Woods PGA Tour 06,Sports,Electronic Arts
7704,Conan,Action,THQ
7705,Ratatouille,Action,THQ
7706,The Fairly Odd Parents: Enter the Cleft,Platform,THQ
7707,Warriors Orochi,Action,Tecmo Koei
7708,MC Groovz Dance Craze,Misc,Mad Catz
7709,The Thing,Adventure,Vivendi Games
7710,Tom and Jerry in House Trap,Action,Ubisoft
7711,Power Rangers: Time Force,Action,THQ
7712,101-in-1 Explosive Megamix,Puzzle,Nordcurrent
7713,X-Men Origins: Wolverine,Action,Activision
7714,Jikkyou Powerful Pro Yakyuu 2011,Sports,Konami Digital Entertainment
7715,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,Misc,Shogakukan
7716,Baldur's Gate: Dark Alliance,Role-Playing,Virgin Interactive
7717,Family Guy,Action,Take-Two Interactive
7718,Prince of Persia: Warrior Within,Action,Ubisoft
7719,UFC: Tapout,Fighting,Crave Entertainment
7720,Aikatsu! Cinderella Lesson,Role-Playing,Namco Bandai Games
7721,Marvel Super Hero Squad: Comic Combat,Action,THQ
7722,Test Drive Unlimited 2,Racing,Atari
7723,Mega Man Legacy Collection,Platform,Capcom
7724,Predator: Concrete Jungle,Action,Vivendi Games
7725,Beyblade: Metal Fusion - Battle Fortress,Action,Konami Digital Entertainment
7726,WipeOut 3 The Game,Action,Activision
7727,Big Mutha Truckers 2,Racing,Xplosiv
7728,Shutter Island,Adventure,Merscom LLC
7729,The Naked Brothers Band: The Video Game,Misc,THQ
7730,Demon Gaze,Role-Playing,Nippon Ichi Software
7731,Zombie Army Trilogy,Shooter,Rebellion Developments
7732,NHL FaceOff 2001,Sports,Sony Computer Entertainment
7733,Mana Khemia 2: Fall of Alchemy,Role-Playing,Gust
7734,The Great Escape,Action,SCi
7735,Dexter's Lab Chess Challenge,Misc,BAM! Entertainment
7736,Nostalgia,Role-Playing,Tecmo Koei
7737,DiRT Showdown,Racing,Codemasters
7738,Iron Chef America: Supreme Cuisine,Simulation,Destineer
7739,Arcade Shooting Gallery,Shooter,Zoo Games
7740,The Rise of the Argonauts,Role-Playing,Codemasters
7741,Big Mutha Truckers,Racing,Empire Interactive
7742,ESA Foundation Compilation,Misc,Sony Computer Entertainment
7743,The Hobbit,Platform,Vivendi Games
7744,The King of Fighters XI,Fighting,Ignition Entertainment
7745,Ninja Gaiden 3,Action,Nintendo
7746,Metro: Last Light,Action,Deep Silver
7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,Fighting,Namco Bandai Games
7748,Silent Hill HD Collection,Action,Konami Digital Entertainment
7749,Bound By Flame,Role-Playing,Focus Home Interactive
7750,Conflict: Denied Ops,Shooter,Eidos Interactive
7751,Saw II: Flesh & Blood,Action,Konami Digital Entertainment
7752,Ice Age: Dawn of the Dinosaurs,Action,Activision
7753,Sniper Elite,Shooter,Ubisoft
7754,Arc Rise Fantasia,Role-Playing,Marvelous Interactive
7755,"Ni Hao, Kai-lan: Super Game Day",Misc,Take-Two Interactive
7756,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,Action,Sega
7757,Dynasty Warriors: Gundam 2,Action,Namco Bandai Games
7758,Petz Pony: Beauty Pageant,Simulation,Ubisoft
7759,Parlor! Mini 4,Misc,Nippon Telenet
7760,Breath of Fire II,Role-Playing,Ubisoft
7761,The Spiderwick Chronicles,Action,Vivendi Games
7762,Danganronpa 2: Goodbye Despair,Misc,Spike
7763,Aliens vs Predator,Shooter,Sega
7764,Ice Age 2: The Meltdown,Platform,Vivendi Games
7765,Steins;Gate,Adventure,Kadokawa Shoten
7766,Enchanted Arms,Role-Playing,Ubisoft
7767,Dinotopia: The Timestone Pirates,Action,TDK Core
7768,Power Pro Kun Pocket 12,Sports,Konami Digital Entertainment
7769,J-League Jikkyou Winning Eleven 3,Sports,Konami Digital Entertainment
7770,The Sims 4: Get Together,Simulation,Electronic Arts
7771,Jissen Pachi-Slot Hisshouhou,Misc,Sammy Corporation
7772,Pac-Man & Galaga Dimensions,Misc,Namco Bandai Games
7773,Quantum Theory,Shooter,Tecmo Koei
7774,Manhunt,Action,Take-Two Interactive
7775,NCAA Final Four 2003,Sports,Sony Computer Entertainment
7776,Air Conflicts: Secret Wars,Simulation,bitComposer Games
7777,Rio,Misc,THQ
7778,Dream Salon,Misc,Zoo Digital Publishing
7779,Scene It? Twilight,Misc,Konami Digital Entertainment
7780,Disgaea DS,Role-Playing,Square Enix
7781,Peter Jackson's King Kong: The Official Game of the Movie,Action,Ubisoft
7782,Space Invaders Extreme 2,Shooter,Square Enix
7783,X-Men Origins: Wolverine,Action,Activision
7784,Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,Action,Capcom
7785,Mystery Tales of Time Travel,Puzzle,Foreign Media Games
7786,J-League Excite Stage '96,Sports,Epoch
7787,Risen,Role-Playing,Deep Silver
7788,Hidden Mysteries: Vampire Secrets,Adventure,Astragon
7789,New Love Plus,Simulation,Konami Digital Entertainment
7790,Final Fantasy XI,Role-Playing,Square Enix
7791,Breath of Fire: Dragon Quarter,Role-Playing,Capcom
7792,Jikkyou J-League Perfect Striker,Sports,Konami Digital Entertainment
7793,Dante's Inferno,Action,Electronic Arts
7794,Shrek: Forever After,Platform,Activision
7795,Rock Band Country Track Pack,Misc,MTV Games
7796,Super Robot Taisen: Scramble Commander,Strategy,Banpresto
7797,Re-Volt,Racing,Acclaim Entertainment
7798,Conception II: Children of the Seven Stars,Role-Playing,Screenlife
7799,Descent,Shooter,Interplay
7800,Supreme Commander 2,Strategy,Square Enix
7801,DanceMasters,Misc,Konami Digital Entertainment
7802,50 Cent: Blood on the Sand,Shooter,THQ
7803,Disney's Magical Mirror Starring Mickey Mouse,Adventure,Nintendo
7804,Need for Speed: The Run,Action,Electronic Arts
7805,Jeep Thrills,Racing,Zoo Digital Publishing
7806,Conflict: Denied Ops,Shooter,Eidos Interactive
7807,FaceBreaker,Fighting,Electronic Arts
7808,Major League Baseball 2K12,Sports,Take-Two Interactive
7809,Might & Magic: Clash of Heroes,Role-Playing,Ubisoft
7810,Avatar: The Last Airbender - Into the Inferno,Adventure,THQ
7811,IHRA Professional Drag Racing 2005,Racing,Bethesda Softworks
7812,Mace Griffin: Bounty Hunter,Shooter,Electronic Arts
7813,Legacy of Kain: Defiance,Action,Eidos Interactive
7814,Story of Seasons: Good Friends of the Three Villages,Simulation,Marvelous Interactive
7815,Chaotic: Shadow Warriors,Action,Activision
7816,Majin and the Forsaken Kingdom,Adventure,Namco Bandai Games
7817,Trivial Pursuit unhinged,Misc,Atari
7818,Tales of the World: Narikiri Dungeon 2,Role-Playing,Namco Bandai Games
7819,Spider-Man: Shattered Dimensions,Action,Activision
7820,Aliens versus Predator: Extinction,Strategy,Electronic Arts
7821,Plants vs. Zombies,Strategy,PopCap Games
7822,NBA Live 14,Sports,Electronic Arts
7823,Silent Scope 2: Dark Silhouette,Shooter,Konami Digital Entertainment
7824,Dave Mirra Freestyle BMX 2,Sports,Acclaim Entertainment
7825,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,Sports,Konami Digital Entertainment
7826,Tokimeki Memorial Girl's Side 3rd Story,Adventure,Konami Digital Entertainment
7827,NHL Hitz Pro,Sports,Midway Games
7828,Tom Clancy's Splinter Cell: Blacklist,Action,Ubisoft
7829,Allied General,Strategy,SSI
7830,Fire ProWrestling G,Fighting,Human Entertainment
7831,Kamen Rider: Battride War,Action,Namco Bandai Games
7832,Binary Domain,Action,Sega
7833,IL-2 Sturmovik: Birds of Prey,Simulation,505 Games
7834,Farming Simulator 2015,Simulation,Koch Media
7835,Armored Core: For Answer,Simulation,Ubisoft
7836,Mahjong: Journey Quest for Tikal,Puzzle,Rondomedia
7837,uDraw Studio: Instant Artist,Misc,THQ
7838,Naruto: Ninja Destiny,Fighting,Namco Bandai Games
7839,GunGriffon,Simulation,Sega
7840,SingStar Pop Vol.2,Misc,Sony Computer Entertainment
7841,SNK Arcade Classics Vol. 1,Misc,Ignition Entertainment
7842,Darkstalkers 3,Fighting,Capcom
7843,SpongeBob's Surf & Skate Roadtrip,Action,THQ
7844,Frequency,Misc,Sony Computer Entertainment
7845,Death Jr.,Platform,Konami Digital Entertainment
7846,Cars: Race-O-Rama,Racing,THQ
7847,Inazuma Eleven Strikers 2012 Xtreme,Role-Playing,Level 5
7848,The Polar Express,Adventure,THQ
7849,2002 FIFA World Cup,Sports,Electronic Arts
7850,Kan Colle Kai,Action,Kadokawa Games
7851,SpongeBob SquigglePants 3D,Misc,THQ
7852,Jampack: Summer 2003 (RP-T),Misc,Sony Computer Entertainment
7853,Need for Speed: Shift 2 Unleashed,Racing,Electronic Arts
7854,Monster 4x4: Stunt Racer,Racing,Ubisoft
7855,Frogger's Adventures 2: The Lost Wand,Adventure,Konami Digital Entertainment
7856,Sudeki,Role-Playing,Microsoft Game Studios
7857,Rango: The Video Game,Action,Electronic Arts
7858,The Amazing Spider-Man (Console Version),Action,Activision
7859,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",Adventure,Sony Computer Entertainment
7860,Hyperdevotion Noire: Goddess Black Heart,Role-Playing,Idea Factory
7861,Hexen,Shooter,GT Interactive
7862,Mace: The Dark Age,Fighting,GT Interactive
7863,AeroFighters Assault,Action,Video System
7864,Puyo Puyo Sun 64,Puzzle,Compile
7865,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),Sports,Imagineer
7866,Quake,Shooter,GT Interactive
7867,Sesame Street: Elmo's Number Journey,Misc,NewKidCo
7868,Disney Magic World 2,Action,Nintendo
7869,Squeeballs Party,Puzzle,Performance Designed Products
7870,Tottadoo! Yoiko no Mujintou Seikatsu,Adventure,Namco Bandai Games
7871,Where's Waldo? The Fantastic Journey,Adventure,Ubisoft
7872,Family Game Night 4: The Game Show,Misc,Electronic Arts
7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,Konami Digital Entertainment
7874,Saints Row IV,Action,Deep Silver
7875,Fighter Within,Fighting,Ubisoft
7876,Barbie Horse Adventures: Riding Camp,Sports,Activision
7877,SSX Tricky,Sports,Electronic Arts
7878,Kenka Banchou 4: Ichinen Sensou,Action,Spike
7879,Warhammer: Shadow of the Horned Rat,Strategy,Mindscape
7880,Shadows of the Damned,Action,Electronic Arts
7881,NBA 2K11,Action,Take-Two Interactive
7882,Pro Yakyuu Team o Tsukurou!,Sports,Sega
7883,Warriors: Legends of Troy,Action,Tecmo Koei
7884,Jeopardy!,Misc,THQ
7885,ESPN International Track & Field,Sports,Konami Digital Entertainment
7886,Lunar Legend,Role-Playing,Media Rings
7887,Conflict: Global Terror,Shooter,Eidos Interactive
7888,Valhalla Knights 3,Role-Playing,Xseed Games
7889,Tamagotchi Party On!,Misc,Namco Bandai Games
7890,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,Misc,D3Publisher
7891,Brunswick Pro Bowling,Sports,505 Games
7892,Shaun White Skateboarding,Sports,Ubisoft
7893,Hulk,Action,Universal Interactive
7894,The Heavy Rain and Beyond: Two Souls Collection,Action,Sony Computer Entertainment
7895,Cabela's Survival: Shadows of Katmai,Sports,Activision
7896,Shaun White Skateboarding,Sports,Ubisoft
7897,Boogie,Misc,Electronic Arts
7898,Gungrave,Shooter,Activision
7899,Phantasy Star Universe,Role-Playing,Sega
7900,Transworld Surf,Sports,Atari
7901,God Eater Resurrection,Action,Namco Bandai Games
7902,Tenchu: Fatal Shadows,Action,Sega
7903,Active Health with Carol Vorderman,Sports,Nintendo
7904,Escape The Museum,Adventure,Astragon
7905,The Legend of Spyro: A New Beginning,Platform,Vivendi Games
7906,International Soccer,Sports,Mattel Interactive
7907,Sing4: The Hits Edition,Misc,Crave Entertainment
7908,Jewel Master: Cradle of Athena,Puzzle,Storm City Games
7909,Princess Maker: Yumemiru Yosei,Strategy,Sony Computer Entertainment
7910,Pet Zombies,Simulation,Majesco Entertainment
7911,Big Air,Sports,Accolade
7912,Shining Force II,Strategy,Sega
7913,Gallop Racer,Sports,Tecmo Koei
7914,Harry Potter and the Prisoner of Azkaban,Action,Electronic Arts
7915,NASCAR Unleashed,Racing,Activision
7916,3rd Super Robot Wars Z Jigoku Hen,Role-Playing,Namco Bandai Games
7917,Sudoku Gridmaster (JP sales),Puzzle,Nintendo
7918,Dynasty Warriors Gundam,Action,Namco Bandai Games
7919,Taiko no Tatsujin: Wii U Version!,Misc,Namco Bandai Games
7920,Monsters vs. Aliens,Action,Activision
7921,CSI: Fatal Conspiracy,Adventure,Ubisoft
7922,College Slam,Sports,Acclaim Entertainment
7923,Arcania: Gothic 4,Role-Playing,JoWood Productions
7924,Mushroom Men: The Spore Wars,Action,SouthPeak Games
7925,Zumba Fitness Rush,Sports,505 Games
7926,Pro Yaky? Spirits 4,Sports,Konami Digital Entertainment
7927,Pictionary,Puzzle,THQ
7928,SoulCalibur Legends,Action,Namco Bandai Games
7929,Daigasso! Band Brothers,Misc,Nintendo
7930,Rise of the Kasai,Action,Sony Computer Entertainment
7931,Thoroughbred Breeder,Simulation,Hect
7932,F1 2011,Racing,Codemasters
7933,Momotarou Dentetsu World,Misc,Hudson Soft
7934,Nobunaga no Yabou: Souzou,Strategy,Tecmo Koei
7935,Doctor Who: Return to Earth,Adventure,Asylum Entertainment
7936,The Munchables,Action,Namco Bandai Games
7937,We Dance,Misc,Nordic Games
7938,Chibi-Robo! Park Patrol,Adventure,Unknown
7939,Bolt,Adventure,Disney Interactive Studios
7940,Singstar: Ultimate Party,Misc,Sony Computer Entertainment Europe
7941,Mathews Bowhunting,Sports,Zoo Games
7942,3rd Super Robot Wars Z: Tengoku-Hen,Action,Namco Bandai Games
7943,One Piece: Unlimited Adventure,Adventure,Namco Bandai Games
7944,Remington Super Slam Hunting: North America,Sports,Mastiff
7945,Crash & Spyro Superpack,Platform,Vivendi Games
7946,Earth Defense Force: Insect Armageddon,Shooter,D3Publisher
7947,Face Training,Misc,Nintendo
7948,Star Trek: Legacy,Simulation,Ubisoft
7949,ThunderStrike 2,Simulation,Core Design Ltd.
7950,Disney's Meet the Robinsons,Action,Disney Interactive Studios
7951,Call of Duty: World at War,Shooter,Activision
7952,Pro Yaky? Spirits 2012,Sports,Konami Digital Entertainment
7953,Kuma-Tomo,Misc,Namco Bandai Games
7954,Super Real Mahjong P V,Misc,Seta Corporation
7955,Thomas the Tank Engine & Friends,Adventure,
7956,Grand Slam Tennis 2,Sports,Electronic Arts
7957,Penguin no Mondai X: Tenkuu no 7 Senshi,Action,Konami Digital Entertainment
7958,The Scorpion King: Sword of Osiris,Action,Vivendi Games
7959,Bubsy 3D,Platform,Accolade
7960,Reel Fishing Paradise 3D,Sports,Marvelous Interactive
7961,NCAA Final Four 2001,Sports,Sony Computer Entertainment
7962,Farmtopia,Simulation,505 Games
7963,Robin Hood: Defender of the Crown,Strategy,Capcom
7964,SD Gundam GX,Strategy,Namco Bandai Games
7965,R-Type Final,Shooter,Metro 3D
7966,Jackie Chan Adventures: Legend of the Dark Hand,Action,Activision
7967,MotoGP,Racing,Capcom
7968,Sega GT 2002,Racing,Sega
7969,Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,Activision
7970,WWE SmackDown vs. Raw 2009,Fighting,THQ
7971,Pro Evolution Soccer 2014,Action,Konami Digital Entertainment
7972,Samurai Warriors 2: Empires,Action,Tecmo Koei
7973,Blood Omen 2,Action,Eidos Interactive
7974,Jurassic: The Hunted,Shooter,Activision
7975,J-League Pro Soccer Club o Tsukurou! 5,Sports,Sega
7976,Harry Potter: Quidditch World Cup,Sports,Electronic Arts
7977,Dance Central: Spotlight,Misc,Microsoft Game Studios
7978,Little Battlers eXperience W,Role-Playing,Level 5
7979,Magical Starsign (US sales),Role-Playing,Nintendo
7980,Tekken Tag Tournament 2,Fighting,Namco Bandai Games
7981,Hot Wheels: Battle Force 5,Racing,Activision
7982,Dragon Blade: Wrath of Fire,Action,D3Publisher
7983,La Pucelle: Tactics,Role-Playing,Tecmo Koei
7984,Phantasy Star Nova,Role-Playing,Sega
7985,SBK X: Superbike World Championship,Racing,Black Bean Games
7986,Samurai Warriors: State of War,Action,Tecmo Koei
7987,Tiger Woods PGA Tour 07,Sports,Electronic Arts
7988,Call of Juarez,Shooter,Ubisoft
7989,Star Wars: The Clone Wars & Tetris Worlds,Misc,Microsoft Game Studios
7990,The Bee Game,Adventure,Midway Games
7991,EverQuest Online Adventures: Frontiers,Role-Playing,Sony Online Entertainment
7992,Cabela's Survival: Shadows of Katmai,Sports,Activision
7993,NBA Ballers: Chosen One,Sports,Midway Games
7994,WWE All Stars,Fighting,THQ
7995,Treasures of the Deep,Action,Namco Bandai Games
7996,Phantasy Star Online Ver. 2,Role-Playing,Sega
7997,EyePet & Friends,Simulation,Sony Computer Entertainment
7998,The Lord of the Rings: War in the North,Action,Warner Bros. Interactive Entertainment
7999,Major League Baseball 2K10,Sports,Take-Two Interactive
8000,Fight Club,Fighting,Vivendi Games
8001,Hello Kitty: Birthday Adventures,Adventure,Namco Bandai Games
8002,Syndicate,Shooter,Electronic Arts
8003,Dance Dance Revolution: Disney Grooves,Simulation,Konami Digital Entertainment
8004,Pure Futbol,Sports,Ubisoft
8005,Harvest Moon: A Wonderful Life Special Edition,Simulation,505 Games
8006,Sports Illustrated for Kids: Football,Sports,BAM! Entertainment
8007,The Last Airbender,Action,THQ
8008,Happy Cooking,Simulation,Ubisoft
8009,.hack//Quarantine Part 4: The Final Chapter,Role-Playing,Atari
8010,Close Combat: First to Fight,Shooter,Take-Two Interactive
8011,MotoGP 14,Racing,Milestone S.r.l.
8012,Indiana Jones and the Emperor's Tomb,Action,LucasArts
8013,NBA Live 08,Sports,Electronic Arts
8014,Buffy the Vampire Slayer: Chaos Bleeds,Action,Vivendi Games
8015,Half-Minute Hero,Role-Playing,Rising Star Games
8016,Rock Band Track Pack Volume 2,Misc,MTV Games
8017,Reel Fishing II,Sports,Victor Interactive
8018,Ringling Bros. and Barnum & Bailey Circus,Action,Take-Two Interactive
8019,The Walking Dead: Season One,Adventure,Square Enix
8020,Ty the Tasmanian Tiger,Platform,Electronic Arts
8021,Dead or Alive,Fighting,Tecmo Koei
8022,Driving Emotion Type-S,Racing,Electronic Arts
8023,Siren,Adventure,Sony Computer Entertainment
8024,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Action,Disney Interactive Studios
8025,NARC,Shooter,Midway Games
8026,Naruto Shippuden: Dragon Blade Chronicles,Action,505 Games
8027,Dynasty Warriors 8: Empires,Action,Tecmo Koei
8028,Super Robot Taisen J,Strategy,Banpresto
8029,Evolve,Shooter,Take-Two Interactive
8030,Nep League DS,Sports,Jaleco
8031,Ar tonelico 2: Melody of Metafalica,Role-Playing,Nippon Ichi Software
8032,de Blob 2,Platform,THQ
8033,Lips: Party Classics,Misc,Microsoft Game Studios
8034,Casper: Friends Around the World,Action,TDK Core
8035,Borderlands,Shooter,Take-Two Interactive
8036,Jurassic Park III: Island Attack,Adventure,Konami Digital Entertainment
8037,Chaotic: Shadow Warriors,Action,Activision
8038,Ghostbusters: The Video Game,Action,Atari
8039,GameBoy Wars,Strategy,Nintendo
8040,Amplitude,Misc,Sony Computer Entertainment
8041,Alone in the Dark,Adventure,Atari
8042,Company of Heroes: Anthology,Strategy,THQ
8043,Shape Up,Misc,Ubisoft
8044,Gauntlet: Seven Sorrows,Role-Playing,Midway Games
8045,AirForce Delta Storm,Shooter,Konami Digital Entertainment
8046,Trauma Team,Simulation,Unknown
8047,Monopoly Party,Misc,Infogrames
8048,Fear Effect 2: Retro Helix,Action,Eidos Interactive
8049,How to Train Your Dragon,Action,Activision
8050,Remember Me,Action,Capcom
8051,International Superstar Soccer 2000 (JP weekly sales),Sports,Konami Digital Entertainment
8052,Chocobo no Fushigi Dungeon for WonderSwan,Role-Playing,Namco Bandai Games
